0, 0, 2.5, 5.5, 156, 306, 456, 606, 756, 906, 1056, 1206, 1356, 1506.5, 1509.5, 1512, 1514.5, 1517.5, 1668, 1818, 1968, 2118, 2268, 2418, 2568, 2718, 2868, 3018.5, 3021.5, 3024, 3026.5, 3029.5, 3180, 3330, 3480, 3630, 3780, 3930, 4080, 4230, 4380, 4530.5, 4533.5, 4536, 4538.5, 4541.5, 4692, 4842, 4992, 5142, 5292, 5442, 5592, 5742, 5892, 6042.5, 6045.5, 6048, 6050.5, 6053.5, 6204, 6354, 6504, 6654, 6804, 6954, 7104, 7254, 7404, 7554.5, 7557.5, 7560, 7562.5, 7565.5, 7716, 7866, 8016, 8166, 8316, 8466, 8616, 8766, 8916, 9066.5, 9069.5, 9072, 9074.5, 9077.5, 9228, 9378, 9528, 9678, 9828, 9978, 10128, 10278, 10428, 10578.5, 10581.5, 10584, 10586.5, 10589.5, 10740, 10890, 11040, 11190, 11340, 11490, 11640, 11790, 11940, 12090.5, 12093.5, 12096, 12098.5, 12101.5, 12252, 12402, 12552, 12702, 12852, 13002, 13152, 13302, 13452, 13602.5, 13605.5, 13608, 13610.5, 13613.5, 13764, 13914, 14064, 14214, 14364, 14514, 14664, 14814, 14964, 15114.5, 15117.5, 15120;
35, 0.7673430719, 0.511792345, 0.1345445304, -16.93679433, -30.71115574, -40.79204514, -47.85980894, -52.78027105, -56.23855878, -58.71116215, -60.51117238, -61.83481301, -62.8118159, -62.8291949, -62.84089337, -62.85252549, -62.86956063, -63.52314959, -63.95945217, -64.25960302, -64.4681415, -64.61500804, -64.72019348, -64.79693003, -64.85383654, -64.89632687, -64.92801667, -64.92858176, -64.92896215, -64.92934038, -64.92989429, -64.95115674, -64.96538853, -64.97521965, -64.98208076, -64.98693256, -64.99041838, -64.99296636, -64.99485736, -64.99626935, -64.99732268, -64.99734147, -64.99735412, -64.99736671, -64.99738513, -64.99809319, -64.99856814, -64.99889685, -64.99912659, -64.99928921, -64.99940611, -64.99949156, -64.99955497, -64.9996023, -64.99963759, -64.99963822, -64.99963865, -64.99963907, -64.99963969, -64.99966342, -64.99967935, -64.99969038, -64.99969809, -64.99970355, -64.99970748, -64.99971034, -64.99971247, -64.99971406, -64.99971524, -64.99971526, -64.99971528, -64.99971529, -64.99971531, -64.99971611, -64.99971664, -64.99971701, -64.99971727, -64.99971746, -64.99971759, -64.99971768, -64.99971775, -64.99971781, -64.99971785, -64.99971785, -64.99971785, -64.99971785, -64.99971785, -64.99971788, -64.99971789, -64.99971791, -64.99971792, -64.99971792, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794, -64.99971794;
35.0125, 3.431717472, 3.177779686, 2.802598293, -14.51399816, -28.85003076, -39.4602061, -46.92780618, -52.12996982, -55.78312049, -58.39074307, -60.28518186, -61.67547071, -62.70043547, -62.71867009, -62.73094485, -62.74315027, -62.76102549, -63.44728631, -63.90586053, -64.22150622, -64.44085752, -64.5953358, -64.70595341, -64.78663245, -64.84644625, -64.89109622, -64.92439132, -64.92498504, -64.92538469, -64.92578208, -64.92636405, -64.94870439, -64.96365781, -64.97398677, -64.98119457, -64.98629096, -64.98995214, -64.9926281, -64.99461399, -64.9960968, -64.99720293, -64.99722267, -64.99723595, -64.99724916, -64.99726851, -64.99801204, -64.99851075, -64.99885589, -64.9990971, -64.99926783, -64.99939056, -64.99948028, -64.99954684, -64.99959653, -64.99963359, -64.99963425, -64.99963469, -64.99963514, -64.99963578, -64.99966071, -64.99967743, -64.99968901, -64.9996971, -64.99970283, -64.99970695, -64.99970996, -64.9997122, -64.99971386, -64.99971511, -64.99971513, -64.99971514, -64.99971516, -64.99971518, -64.99971601, -64.99971658, -64.99971696, -64.99971724, -64.99971743, -64.99971757, -64.99971767, -64.99971774, -64.9997178, -64.99971784, -64.99971784, -64.99971784, -64.99971784, -64.99971784, -64.99971787, -64.99971789, -64.9997179, -64.99971791, -64.99971792, -64.99971792, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793;
35.025, 6.065856196, 5.815171167, 5.444470003, -12.03139315, -26.91181597, -38.06581338, -45.95163103, -51.44994753, -55.30795047, -58.05711795, -60.05009933, -61.50958283, -62.58418476, -62.60330544, -62.61617706, -62.62897628, -62.64772171, -63.36790056, -63.84968972, -64.18153768, -64.4122206, -64.57468681, -64.69100846, -64.77582709, -64.83869192, -64.8856067, -64.92058464, -64.92120837, -64.92162823, -64.9220457, -64.92265709, -64.94612827, -64.9618394, -64.97269136, -64.9802635, -64.98561694, -64.98946239, -64.99227281, -64.99435838, -64.99591557, -64.99707716, -64.99709789, -64.99711184, -64.99712572, -64.99714604, -64.99792681, -64.99845049, -64.99881287, -64.99906613, -64.99924538, -64.99937423, -64.99946842, -64.99953831, -64.99959047, -64.99962938, -64.99963007, -64.99963054, -64.99963101, -64.99963169, -64.99965785, -64.99967541, -64.99968757, -64.99969606, -64.99970208, -64.9997064, -64.99970956, -64.99971191, -64.99971366, -64.99971496, -64.99971498, -64.999715, -64.99971502, -64.99971504, -64.99971592, -64.99971651, -64.99971691, -64.9997172, -64.9997174, -64.99971755, -64.99971765, -64.99971773, -64.99971779, -64.99971783, -64.99971783, -64.99971783, -64.99971783, -64.99971784, -64.99971786, -64.99971788, -64.9997179, -64.99971791, -64.99971791, -64.99971792, -64.99971792, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793;
35.0375, 8.652316403, 8.406521622, 8.042719992, -9.498314619, -24.8976013, -36.60757211, -44.92998726, -50.7393465, -54.81256101, -57.71002716, -59.80577799, -61.33704354, -62.46296697, -62.48300427, -62.49649338, -62.50990695, -62.5295528, -63.28490259, -63.79086116, -64.13963288, -64.38218014, -64.55302269, -64.67533018, -64.7644931, -64.83055836, -64.87984722, -64.91658858, -64.91724376, -64.91768479, -64.91812333, -64.91876556, -64.94342266, -64.95992912, -64.9713304, -64.97928534, -64.98490889, -64.98894798, -64.99189967, -64.99408995, -64.99572526, -64.99694509, -64.99696685, -64.9969815, -64.99699607, -64.99701741, -64.9978373, -64.99838719, -64.9987677, -64.99903361, -64.99922181, -64.99935709, -64.99945598, -64.99952935, -64.99958412, -64.99962496, -64.99962569, -64.99962618, -64.99962667, -64.99962739, -64.99965485, -64.99967329, -64.99968605, -64.99969497, -64.99970129, -64.99970582, -64.99970914, -64.9997116, -64.99971344, -64.99971481, -64.99971484, -64.99971485, -64.99971487, -64.99971489, -64.99971581, -64.99971643, -64.99971686, -64.99971716, -64.99971737, -64.99971752, -64.99971763, -64.99971772, -64.99971778, -64.99971782, -64.99971783, -64.99971783, -64.99971783, -64.99971783, -64.99971786, -64.99971788, -64.99971789, -64.9997179, -64.99971791, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793;
35.05, 11.17409059, 10.93477356, 10.5802261, -6.92556123, -22.80914422, -35.08424545, -43.86148129, -49.99720517, -54.29638403, -57.34915568, -59.55203741, -61.1577306, -62.33668131, -62.35766601, -62.37179341, -62.38584208, -62.4064188, -63.19820296, -63.72929684, -64.09572728, -64.35068504, -64.53030432, -64.65888932, -64.75260897, -64.82202984, -64.8738063, -64.9123948, -64.91308294, -64.91354615, -64.91400675, -64.91468129, -64.94058166, -64.95792268, -64.96990076, -64.97825781, -64.98416516, -64.9884077, -64.99150781, -64.99380807, -64.99552541, -64.99680638, -64.99682924, -64.99684463, -64.99685992, -64.99688233, -64.9977433, -64.99832072, -64.99872026, -64.99899946, -64.99919706, -64.99933909, -64.99944291, -64.99951994, -64.99957744, -64.99962033, -64.99962109, -64.99962161, -64.99962212, -64.99962287, -64.99965171, -64.99967106, -64.99968446, -64.99969382, -64.99970045, -64.99970522, -64.9997087, -64.99971129, -64.99971321, -64.99971465, -64.99971468, -64.9997147, -64.99971471, -64.99971474, -64.99971571, -64.99971635, -64.9997168, -64.99971712, -64.99971734, -64.9997175, -64.99971762, -64.9997177, -64.99971777, -64.99971782, -64.99971782, -64.99971782, -64.99971782, -64.99971782, -64.99971785, -64.99971787, -64.99971789, -64.9997179, -64.99971791, -64.99971791, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793, -64.99971793;
35.0625, 13.6150979, 13.38374948, 13.04067688, -4.325329851, -20.64895882, -33.49466325, -42.74459589, -49.22242806, -53.75874589, -56.97411411, -59.2886499, -60.97149669, -62.20521838, -62.22718182, -62.24196863, -62.25667346, -62.27821201, -63.10771056, -63.66491845, -64.04975586, -64.3176834, -64.50649163, -64.6416557, -64.74015231, -64.81308994, -64.86747198, -64.90799465, -64.9087173, -64.90920376, -64.90968746, -64.91039585, -64.93759914, -64.95581561, -64.96839918, -64.97717855, -64.98338403, -64.98784031, -64.99109633, -64.99351209, -64.99531556, -64.99666073, -64.99668473, -64.99670089, -64.99671695, -64.99674048, -64.99764458, -64.99825092, -64.99867045, -64.9989636, -64.99917107, -64.99932019, -64.99942919, -64.99951007, -64.99957044, -64.99961546, -64.99961626, -64.9996168, -64.99961734, -64.99961813, -64.99964841, -64.99966872, -64.99968279, -64.99969262, -64.99969958, -64.99970458, -64.99970824, -64.99971095, -64.99971298, -64.99971449, -64.99971451, -64.99971453, -64.99971455, -64.99971458, -64.99971559, -64.99971627, -64.99971675, -64.99971708, -64.99971731, -64.99971748, -64.9997176, -64.99971769, -64.99971776, -64.99971781, -64.99971781, -64.99971781, -64.99971781, -64.99971781, -64.99971785, -64.99971787, -64.99971788, -64.9997179, -64.9997179, -64.99971791, -64.99971791, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792;
35.075, 15.96063277, 15.73860469, 15.40903013, -1.711088189, -18.4204192, -31.83774427, -41.57766869, -48.41375766, -53.19884291, -56.58442016, -59.01532731, -60.77816118, -62.06845531, -62.09142959, -62.10689751, -62.12228011, -62.1448122, -63.01333018, -63.59764626, -64.0016526, -64.28312225, -64.48154335, -64.62359799, -64.7270998, -64.80372151, -64.86083176, -64.90337914, -64.90413794, -64.90464873, -64.90515663, -64.90590046, -64.93446874, -64.95360326, -64.96682227, -64.97604508, -64.9825637, -64.98724449, -64.99066426, -64.99320131, -64.99509522, -64.99650778, -64.99653298, -64.99654995, -64.99656682, -64.99659153, -64.99754092, -64.99817761, -64.99861813, -64.99892594, -64.99914378, -64.99930034, -64.99941479, -64.9994997, -64.99956308, -64.99961035, -64.99961119, -64.99961176, -64.99961232, -64.99961315, -64.99964494, -64.99966627, -64.99968104, -64.99969136, -64.99969866, -64.99970392, -64.99970775, -64.9997106, -64.99971273, -64.99971431, -64.99971434, -64.99971436, -64.99971438, -64.99971441, -64.99971547, -64.99971619, -64.99971668, -64.99971703, -64.99971728, -64.99971745, -64.99971758, -64.99971768, -64.99971775, -64.9997178, -64.9997178, -64.9997178, -64.9997178, -64.9997178, -64.99971784, -64.99971786, -64.99971788, -64.99971789, -64.9997179, -64.99971791, -64.99971791, -64.99971791, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792;
35.0875, 18.19775085, 17.98622009, 17.67191514, 0.9026200489, -16.12787177, -30.11253671, -40.35887908, -47.56975052, -52.61571983, -56.17948135, -58.73170923, -60.57750225, -61.92625026, -61.95026872, -61.96644023, -61.98252298, -62.00608148, -62.91495984, -63.52739771, -63.95134978, -64.24694714, -64.45541682, -64.60468355, -64.71342697, -64.79390652, -64.85387253, -64.8985389, -64.89933553, -64.89987179, -64.90040502, -64.90118595, -64.93118388, -64.95128082, -64.96516651, -64.97485483, -64.98170229, -64.98661887, -64.99021061, -64.99287504, -64.99486388, -64.99634718, -64.99637365, -64.99639147, -64.99640918, -64.99643513, -64.99743206, -64.99810063, -64.9985632, -64.9988864, -64.99911512, -64.99927951, -64.99939966, -64.99948881, -64.99955535, -64.99960498, -64.99960587, -64.99960646, -64.99960706, -64.99960792, -64.9996413, -64.99966369, -64.99967919, -64.99969003, -64.9996977, -64.99970322, -64.99970725, -64.99971024, -64.99971247, -64.99971413, -64.99971416, -64.99971418, -64.9997142, -64.99971423, -64.99971535, -64.9997161, -64.99971662, -64.99971698, -64.99971724, -64.99971743, -64.99971756, -64.99971766, -64.99971774, -64.99971779, -64.99971779, -64.99971779, -64.99971779, -64.9997178, -64.99971783, -64.99971786, -64.99971788, -64.99971789, -64.9997179, -64.9997179, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792;
35.1, 20.31556127, 20.11550352, 19.81794715, 3.500436027, -13.7767461, -28.31827851, -39.08624556, -46.68875858, -52.00825132, -55.75858084, -58.43735239, -60.36924936, -61.77843684, -61.80353441, -61.82043306, -61.83723944, -61.86185877, -62.81248761, -63.45408578, -63.89877708, -64.20910163, -64.42806762, -64.5848782, -64.69910808, -64.78362595, -64.8465805, -64.89346409, -64.89430032, -64.89486324, -64.89542298, -64.89624275, -64.92773766, -64.94884328, -64.96342824, -64.97360512, -64.98079783, -64.98596202, -64.98973436, -64.99253251, -64.99462101, -64.99617856, -64.99620635, -64.99622506, -64.99624366, -64.99627091, -64.99731775, -64.99801979, -64.99850551, -64.99884488, -64.99908503, -64.99925763, -64.99938378, -64.99947738, -64.99954724, -64.99959935, -64.99960028, -64.9996009, -64.99960153, -64.99960244, -64.99963748, -64.99966099, -64.99967726, -64.99968864, -64.99969669, -64.99970248, -64.99970671, -64.99970985, -64.99971219, -64.99971394, -64.99971397, -64.99971399, -64.99971401, -64.99971404, -64.99971522, -64.99971601, -64.99971655, -64.99971693, -64.9997172, -64.9997174, -64.99971754, -64.99971765, -64.99971772, -64.99971778, -64.99971778, -64.99971778, -64.99971779, -64.99971779, -64.99971783, -64.99971785, -64.99971787, -64.99971788, -64.99971789, -64.9997179, -64.9997179, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971791, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792, -64.99971792;
